NOMBRE_DEPTO;CODIGO_MUNICIPIO;NOMBRE_MPIO;Nombre
CUNDINAMARCA;25368;JERUSALÉN;Jerusalén
CUNDINAMARCA;25483;NARIÑO;Nariño
CUNDINAMARCA;25488;NILO;Nilo
CUNDINAMARCA;25612;RICAURTE;Ricaurte
CUNDINAMARCA;25815;TOCAIMA;Tocaima
CUNDINAMARCA;25148;CAPARRAPÍ;Caparrapí
CUNDINAMARCA;25320;GUADUAS;Guaduas
CUNDINAMARCA;25572;PUERTO SALGAR;Puerto Salgar
CUNDINAMARCA;25019;ALBÁN;Albán
CUNDINAMARCA;25398;LA PEÑA;La Peña
CUNDINAMARCA;25402;LA VEGA;La Vega
CUNDINAMARCA;25489;NIMAIMA;Nimaima
CUNDINAMARCA;25491;NOCAIMA;Nocaima
CUNDINAMARCA;25592;QUEBRADANEGRA;Quebradanegra
CUNDINAMARCA;25658;SAN FRANCISCO;San Francisco
CUNDINAMARCA;25718;SASAIMA;Sasaima
CUNDINAMARCA;25777;SUPATÁ;Supatá
CUNDINAMARCA;25851;ÚTICA;Útica
CUNDINAMARCA;25862;VERGARA;Vergara
CUNDINAMARCA;25875;VILLETA;Villeta
CUNDINAMARCA;25293;GACHALA;Gachala
CUNDINAMARCA;25297;GACHETÁ;Gacheta
CUNDINAMARCA;25299;GAMA;Gama
CUNDINAMARCA;25322;GUASCA;Guasca
CUNDINAMARCA;25326;GUATAVITA;Guatavita
CUNDINAMARCA;25372;JUNÍN;Junín
CUNDINAMARCA;25377;LA CALERA;La Calera
CUNDINAMARCA;25839;UBALÁ;Ubalá
CUNDINAMARCA;25086;BELTRÁN;Beltrán
CUNDINAMARCA;25095;BITUIMA;Bituima
CUNDINAMARCA;25168;CHAGUANÍ;Chaguaní
CUNDINAMARCA;25328;GUAYABAL DE SIQUIMA;Guayabal De Siquima
CUNDINAMARCA;25580;PULI;Puli
CUNDINAMARCA;25662;SAN JUAN DE RÍO SECO;San Juan De Río Seco
CUNDINAMARCA;25867;VIANÍ;Vianí
CUNDINAMARCA;25438;MEDINA;Medina
CUNDINAMARCA;25530;PARATEBUENO;Paratebueno
CUNDINAMARCA;25151;CAQUEZA;Caqueza
CUNDINAMARCA;25178;CHIPAQUE;Chipaque
CUNDINAMARCA;25181;CHOACHÍ;Choachí
CUNDINAMARCA;25279;FOMEQUE;Fomeque
CUNDINAMARCA;25281;FOSCA;Fosca
CUNDINAMARCA;25335;GUAYABETAL;Guayabetal
CUNDINAMARCA;25339;GUTIÉRREZ;Gutiérrez
CUNDINAMARCA;25594;QUETAME;Quetame
CUNDINAMARCA;25841;UBAQUE;Ubaque
CUNDINAMARCA;25845;UNE;Une
CUNDINAMARCA;25258;EL PEÑÓN;El Peñón
CUNDINAMARCA;25394;LA PALMA;La Palma
CUNDINAMARCA;25513;PACHO;Pacho
CUNDINAMARCA;25518;PAIME;Paime
CUNDINAMARCA;25653;SAN CAYETANO;San Cayetano
CUNDINAMARCA;25823;TOPAIPI;Topaipi
CUNDINAMARCA;25871;VILLAGOMEZ;Villagomez
CUNDINAMARCA;25885;YACOPÍ;Yacopí
CUNDINAMARCA;25126;CAJICÁ;Cajicá
CUNDINAMARCA;25175;CHÍA;Chía
CUNDINAMARCA;25200;COGUA;Cogua
CUNDINAMARCA;25295;GACHANCIPÁ;Gachancipá
CUNDINAMARCA;25486;NEMOCÓN;Nemocon
CUNDINAMARCA;25758;SOPÓ;Sopó
CUNDINAMARCA;25785;TABIO;Tabio
CUNDINAMARCA;25817;TOCANCIPÁ;Tocancipá
CUNDINAMARCA;25899;ZIPAQUIRÁ;Zipaquirá
CUNDINAMARCA;25099;BOJACÁ;Bojacá
CUNDINAMARCA;25214;COTA;Cota
CUNDINAMARCA;25260;EL ROSAL;El Rosal
CUNDINAMARCA;25269;FACATATIVÁ;Facatativá
CUNDINAMARCA;25286;FUNZA;Funza
CUNDINAMARCA;25430;MADRID;Madrid
CUNDINAMARCA;25473;MOSQUERA;Mosquera
CUNDINAMARCA;25769;SUBACHOQUE;Subachoque
CUNDINAMARCA;25799;TENJO;Tenjo
CUNDINAMARCA;25898;ZIPACoN;Zipacon
CUNDINAMARCA;25740;SIBATÉ;Sibaté
CUNDINAMARCA;25754;SOACHA;Soacha
CUNDINAMARCA;25053;ARBELÁEZ;Arbeláez
CUNDINAMARCA;25120;CABRERA;Cabrera
CUNDINAMARCA;25290;FUSAGASUGÁ;Fusagasugá
CUNDINAMARCA;25312;GRANADA;Granada
CUNDINAMARCA;25524;PANDI;Pandi
CUNDINAMARCA;25535;PASCA;Pasca
CUNDINAMARCA;25649;SAN BERNARDO;San Bernardo
CUNDINAMARCA;25743;SILVANIA;Silvania
CUNDINAMARCA;25805;TIBACUY;Tibacuy
CUNDINAMARCA;25506;VENECIA;Venecia
CUNDINAMARCA;25035;ANAPOIMA;Anapoima
CUNDINAMARCA;25040;ANOLAIMA;Anolaima
CUNDINAMARCA;25599;APULO;Apulo
CUNDINAMARCA;25123;CACHIPAY;Cachipay
CUNDINAMARCA;25245;EL COLEGIO;El Colegio
CUNDINAMARCA;25386;LA MESA;La Mesa
CUNDINAMARCA;25596;QUIPILE;Quipile
CUNDINAMARCA;25645;SAN ANTONIO DEL TEQUENDAMA;San Antonio De Tequendama
CUNDINAMARCA;25797;TENA;Tena
CUNDINAMARCA;25878;VIOTÁ;Viotá
CUNDINAMARCA;25154;CARMEN DE CARUPA;Carmen De Carupa
CUNDINAMARCA;25224;CUCUNUBÁ;Cucunubá
CUNDINAMARCA;25288;FÚQUENE;Fúquene
CUNDINAMARCA;25317;GUACHETÁ;Guachetá
CUNDINAMARCA;25407;LENGUAZAQUE;Lenguazaque
CUNDINAMARCA;25745;SIMIJACA;Simijaca
CUNDINAMARCA;25779;SUSA;Susa
CUNDINAMARCA;25781;SUTATAUSA;Sutatausa
CUNDINAMARCA;25793;TAUSA;Tausa
CUNDINAMARCA;25843;VILLA DE SAN DIEGO DE UBATE;Ubate
GUAINIA;94343;BARRANCO MINA;Barranco Mina
GUAINIA;94886;CACAHUAL;Cacahual
GUAINIA;94001;INÍRIDA;Inírida
GUAINIA;94885;LA GUADALUPE;La Guadalupe
GUAINIA;94663;MAPIRIPaN;Mapiripan
GUAINIA;94888;MORICHAL;Morichal
GUAINIA;94887;PANA PANA;Pana Pana
GUAINIA;94884;PUERTO COLOMBIA;Puerto Colombia
GUAINIA;94883;SAN FELIPE;San Felipe
GUAVIARE;95015;CALAMAR;Calamar
GUAVIARE;95025;EL RETORNO;El Retorno
GUAVIARE;95200;MIRAFLORES;Miraflores
GUAVIARE;95001;SAN JOSÉ DEL GUAVIARE;San José Del Guaviare
HUILA;41013;AGRADO;Agrado
HUILA;41026;ALTAMIRA;Altamira
HUILA;41298;GARZÓN;Garzón
HUILA;41306;GIGANTE;Gigante
HUILA;41319;GUADALUPE;Guadalupe
HUILA;41548;PITAL;Pital
HUILA;41770;SUAZA;Suaza
HUILA;41791;TARQUI;Tarqui
HUILA;41016;AIPE;Aipe
HUILA;41020;ALGECIRAS;Algeciras
HUILA;41078;BARAYA;Baraya
HUILA;41132;CAMPOALEGRE;Campoalegre
HUILA;41206;COLOMBIA;Colombia
HUILA;41349;HOBO;Hobo
HUILA;41357;IQUIRA;Iquira
HUILA;41001;NEIVA;Neiva
HUILA;41524;PALERMO;Palermo
HUILA;41615;RIVERA;Rivera
HUILA;41676;SANTA MARÍA;Santa María
HUILA;41799;TELLO;Tello
HUILA;41801;TERUEL;Teruel
HUILA;41872;VILLAVIEJA;Villavieja
HUILA;41885;YAGUARÁ;Yaguará
HUILA;41378;LA ARGENTINA;La Argentina
HUILA;41396;LA PLATA;La Plata
HUILA;41483;NÁTAGA;Nátaga
HUILA;41518;PAICOL;Paicol
HUILA;41797;TESALIA;Tesalia
HUILA;41006;ACEVEDO;Acevedo
HUILA;41244;ELÍAS;Elías
HUILA;41359;ISNOS;Isnos
HUILA;41503;OPORAPA;Oporapa
HUILA;41530;PALESTINA;Palestina
HUILA;41551;PITALITO;Pitalito
HUILA;41660;SALADOBLANCO;Saladoblanco
HUILA;41668;SAN AGUSTÍN;San Agustín
HUILA;41807;TIMANÁ;Timaná
LA GUAJIRA;44035;ALBANIA;Albania
LA GUAJIRA;44090;DIBULLA;Dibulla
LA GUAJIRA;44430;MAICAO;Maicao
LA GUAJIRA;44560;MANAURE;Manaure
LA GUAJIRA;44001;RIOHACHA;Riohacha
LA GUAJIRA;44847;URIBIA;Uribia
LA GUAJIRA;44078;BARRANCAS;Barrancas
LA GUAJIRA;44098;DISTRACCIÓN;Distraccion
LA GUAJIRA;44110;EL MOLINO;El Molino
LA GUAJIRA;44279;FONSECA;Fonseca
LA GUAJIRA;44378;HATONUEVO;Hatonuevo
LA GUAJIRA;44420;LA JAGUA DEL PILAR;La Jagua Del Pilar
LA GUAJIRA;44650;SAN JUAN DEL CESAR;San Juan Del Cesar
LA GUAJIRA;44855;URUMITA;Urumita
LA GUAJIRA;44874;VILLANUEVA;Villanueva
MAGDALENA;47058;ARIGUANÍ;Ariguaní
MAGDALENA;47170;CHIBOLO;Chibolo
MAGDALENA;47460;NUEVA GRANADA;Nueva Granada
MAGDALENA;47555;PLATO;Plato
MAGDALENA;47660;SABANAS DE SAN ANGEL;Sabanas De San Angel
MAGDALENA;47798;TENERIFE;Tenerife
MAGDALENA;47030;ALGARROBO;Algarrobo
MAGDALENA;47053;ARACATACA;Aracataca
MAGDALENA;47189;CIÉNAGA;Ciénaga
MAGDALENA;47268;EL RETÉN;El Reten
MAGDALENA;47288;FUNDACIÓN;Fundacion
MAGDALENA;47570;PUEBLOVIEJO;Pueblo Viejo
MAGDALENA;47980;ZONA BANANERA;Zona Bananera
MAGDALENA;47161;CERRO SAN ANTONIO;Cerro San Antonio
MAGDALENA;47205;CONCORDIA;Concordia
MAGDALENA;47258;EL PIÑON;El Piñon
MAGDALENA;47541;PEDRAZA;Pedraza
MAGDALENA;47551;PIVIJAY;Pivijay
MAGDALENA;47605;REMOLINO;Remolino
MAGDALENA;47675;SALAMINA;Salamina
MAGDALENA;47745;SITIONUEVO;Sitionuevo
MAGDALENA;47960;ZAPAYÁN;Zapayan
MAGDALENA;47001;SANTA MARTA;Santa Marta
MAGDALENA;47245;EL BANCO;El Banco
MAGDALENA;47318;GUAMAL;Guamal
MAGDALENA;47545;PIJIÑO DEL CARMEN;Pijiño Del Carmen
MAGDALENA;47692;SAN SEBASTIÁN DE BUENAVISTA;San Sebastian De Buenavista
MAGDALENA;47703;SAN ZENÓN;San Zenon
MAGDALENA;47707;SANTA ANA;Santa Ana
MAGDALENA;47720;SANTA BÁRBARA DE PINTO;Santa Barbara De Pinto
META;50251;EL CASTILLO;El Castillo
META;50270;EL DORADO;El Dorado
META;50287;FUENTE DE ORO;Fuente De Oro
META;50313;GRANADA;Granada
META;50350;LA MACARENA;La Macarena
META;50370;LA URIBE;La Uribe
META;50400;LEJANÍAS;Lejanías
META;50325;MAPIRIPÁN;Mapiripan
META;50330;MESETAS;Mesetas
META;50450;PUERTO CONCORDIA;Puerto Concordia
META;50577;PUERTO LLERAS;Puerto Lleras
META;50590;PUERTO RICO;Puerto Rico
META;50683;SAN JUAN DE ARAMA;San Juan De Arama
META;50711;VISTAHERMOSA;Vista Hermosa
META;50001;VILLAVICENCIO;Villavicencio
META;50006;ACACÍAS;Acacias
META;50110;BARRANCA DE UPÍA;Barranca De Upia
META;50150;CASTILLA LA NUEVA;Castilla La Nueva
META;50226;CUMARAL;Cumaral
META;50245;EL CALVARIO;El Calvario
META;50318;GUAMAL;Guamal
META;50606;RESTREPO;Restrepo
META;50680;SAN CARLOS DE GUAROA;San Carlos Guaroa
META;50686;SAN JUANITO;San Juanito
META;50223;CUBARRAL;San Luis De Cubarral
META;50689;SAN MARTÍN;San Martín
META;50124;CABUYARO;Cabuyaro
META;50568;PUERTO GAITÁN;Puerto Gaitán
META;50573;PUERTO LÓPEZ;Puerto Lopez
NARIÑO;52240;CHACHAGÜÍ;Chachagui
NARIÑO;52207;CONSACA;Consaca
NARIÑO;52254;EL PEÑOL;El Peñol
NARIÑO;52260;EL TAMBO;El Tambo
NARIÑO;52381;LA FLORIDA;La Florida
NARIÑO;52480;NARIÑO;Nariño
NARIÑO;52001;PASTO;Pasto
NARIÑO;52683;SANDONÁ;Sandoná
NARIÑO;52788;TANGUA;Tangua
NARIÑO;52885;YACUANQUER;Yacuanquer
NARIÑO;52036;ANCUYÁ;Ancuya
NARIÑO;52320;GUAITARILLA;Guaitarilla
NARIÑO;52385;LA LLANADA;La Llanada
NARIÑO;52411;LINARES;Linares
NARIÑO;52418;LOS ANDES;Los Andes
NARIÑO;52435;MALLAMA;Mallama
NARIÑO;52506;OSPINA;Ospina
NARIÑO;52565;PROVIDENCIA;Providencia
NARIÑO;52612;RICAURTE;Ricaurte
NARIÑO;52678;SAMANIEGO;Samaniego
NARIÑO;52699;SANTACRUZ;Santa Cruz
NARIÑO;52720;SAPUYES;Sapuyes
NARIÑO;52838;TÚQUERRES;Tuquerres
NARIÑO;52079;BARBACOAS;Barbacoas
NARIÑO;52250;EL CHARCO;El Charco
NARIÑO;52520;FRANCISCO PIZARRO;Francisco Pizarro
NARIÑO;52390;LA TOLA;La Tola
NARIÑO;52427;MAGÜI;Magui
NARIÑO;52473;MOSQUERA;Mosquera
NARIÑO;52490;OLAYA HERRERA;Olaya Herrera
NARIÑO;52621;ROBERTO PAYÁN;Roberto Payan
NARIÑO;52696;SANTA BaRBARA;Santa Barbara
NARIÑO;52835;TUMACO;Tumaco
NARIÑO;52019;ALBAN;Alban
NARIÑO;52051;ARBOLEDA;Arboleda
NARIÑO;52083;BELEN;Belen
NARIÑO;52110;BUESACO;Buesaco
NARIÑO;52203;COLON;Colon
NARIÑO;52233;CUMBITARA;Cumbitara
NARIÑO;52256;EL ROSARIO;El Rosario
NARIÑO;52258;EL TABLÓN DE GÓMEZ;El Tablon De Gomez
NARIÑO;52378;LA CRUZ;La Cruz
NARIÑO;52399;LA UNION;La Union
NARIÑO;52405;LEIVA;Leiva
NARIÑO;52540;POLICARPA;Policarpa
NARIÑO;52685;SAN BERNARDO;San Bernardo
NARIÑO;52687;SAN LORENZO;San Lorenzo
NARIÑO;52693;SAN PABLO;San Pablo
NARIÑO;52694;SAN PEDRO DE CARTAGO;San Pedro De Cartago
NARIÑO;52786;TAMINANGO;Taminango
NARIÑO;52022;ALDANA;Aldana
NARIÑO;52210;CONTADERO;Contadero
NARIÑO;52215;CÓRDOBA;Córdoba
NARIÑO;52224;CUASPUD;Cuaspud
NARIÑO;52227;CUMBAL;Cumbal
NARIÑO;52287;FUNES;Funes
NARIÑO;52317;GUACHUCAL;Guachucal
NARIÑO;52323;GUALMATÁN;Gualmatan
NARIÑO;52352;ILES;Iles
NARIÑO;52354;IMUÉS;Imues
NARIÑO;52356;IPIALES;Ipiales
NARIÑO;52560;POTOSÍ;Potosí
NARIÑO;52573;PUERRES;Puerres
NARIÑO;52585;PUPIALES;Pupiales
NORTE DE SANTANDER;54051;ARBOLEDAS;Arboledas
NORTE DE SANTANDER;54223;CUCUTILLA;Cucutilla
NORTE DE SANTANDER;54313;GRAMALOTE;Gramalote
NORTE DE SANTANDER;54418;LOURDES;Lourdes
NORTE DE SANTANDER;54660;SALAZAR;Salazar
NORTE DE SANTANDER;54680;SANTIAGO;Santiago
NORTE DE SANTANDER;54871;VILLA CARO;Villa Caro
NORTE DE SANTANDER;54109;BUCARASICA;Bucarasica
NORTE DE SANTANDER;54250;EL TARRA;El Tarra
NORTE DE SANTANDER;54720;SARDINATA;Sardinata
NORTE DE SANTANDER;54810;TIBÚ;Tibú
NORTE DE SANTANDER;54003;ABREGO;Abrego
NORTE DE SANTANDER;54128;CACHIRÁ;Cachirá
NORTE DE SANTANDER;54206;CONVENCIÓN;Convención
NORTE DE SANTANDER;54245;EL CARMEN;El Carmen
NORTE DE SANTANDER;54344;HACARÍ;Hacarí
NORTE DE SANTANDER;54385;LA ESPERANZA;La Esperanza
NORTE DE SANTANDER;54398;LA PLAYA;La Playa
NORTE DE SANTANDER;54498;OCAÑA;Ocaña
NORTE DE SANTANDER;54670;SAN CALIXTO;San Calixto
NORTE DE SANTANDER;54800;TEORAMA;Teorama
NORTE DE SANTANDER;54001;CÚCUTA;Cúcuta
NORTE DE SANTANDER;54261;EL ZULIA;El Zulia
NORTE DE SANTANDER;54405;LOS PATIOS;Los Patios
NORTE DE SANTANDER;54553;PUERTO SANTANDER;Puerto Santander
NORTE DE SANTANDER;54673;SAN CAYETANO;San Cayetano
NORTE DE SANTANDER;54874;VILLA DEL ROSARIO;Villa Del Rosario
NORTE DE SANTANDER;54125;CÁCOTA;Cácota
NORTE DE SANTANDER;54174;CHITAGÁ;Chitagá
NORTE DE SANTANDER;54480;MUTISCUA;Mutiscua
NORTE DE SANTANDER;54518;PAMPLONA;Pamplona
NORTE DE SANTANDER;54520;PAMPLONITA;Pamplonita
NORTE DE SANTANDER;54743;SILOS;Silos
NORTE DE SANTANDER;54099;BOCHALEMA;Bochalema
NORTE DE SANTANDER;54172;CHINÁCOTA;Chinácota
NORTE DE SANTANDER;54239;DURANIA;Durania
NORTE DE SANTANDER;54347;HERRÁN;Herrán
NORTE DE SANTANDER;54377;LABATECA;Labateca
NORTE DE SANTANDER;54599;RAGONVALIA;Ragonvalia
NORTE DE SANTANDER;54820;TOLEDO;Toledo
PUTUMAYO;86219;COLÓN;Colón
PUTUMAYO;86001;MOCOA;Mocoa
PUTUMAYO;86320;ORITO;Orito
PUTUMAYO;86568;PUERTO ASÍS;Puerto Asis
PUTUMAYO;86569;PUERTO CAICEDO;Puerto Caicedo
PUTUMAYO;86571;PUERTO GUZMÁN;Puerto Guzman
PUTUMAYO;86573;LEGUÍZAMO;Puerto Leguizamo
PUTUMAYO;86755;SAN FRANCISCO;San Francisco
PUTUMAYO;86757;SAN MIGUEL;San Miguel
PUTUMAYO;86760;SANTIAGO;Santiago
PUTUMAYO;86749;SIBUNDOY;Sibundoy
PUTUMAYO;86865;VALLE DEL GUAMUEZ;Valle Del Guamuez
PUTUMAYO;86885;VILLAGARZÓN;Villa Garzon
QUINDIO;63001;ARMENIA;Armenia
QUINDIO;63111;BUENAVISTA;Buenavista
QUINDIO;63130;CALARCA;Calarca
QUINDIO;63212;CoRDOBA;Cordoba
QUINDIO;63302;GÉNOVA;Genova
QUINDIO;63548;PIJAO;Pijao
QUINDIO;63272;FILANDIA;Filandia
QUINDIO;63690;SALENTO;Salento
QUINDIO;63190;CIRCASIA;Circasia
QUINDIO;63401;LA TEBAIDA;La Tebaida
QUINDIO;63470;MONTENEGRO;Montengro
QUINDIO;63594;QUIMBAYA;Quimbaya
RISARALDA;66170;DOSQUEBRADAS;Dosquebradas
RISARALDA;66400;LA VIRGINIA;La Virginia
RISARALDA;66440;MARSELLA;Marsella
RISARALDA;66001;PEREIRA;Pereira
RISARALDA;66682;SANTA ROSA DE CABAL;Santa Rosa De Cabal
RISARALDA;66045;APÍA;Apía
RISARALDA;66075;BALBOA;Balboa
RISARALDA;66088;BELÉN DE UMBRÍA;Belén De Umbría
RISARALDA;66318;GUÁTICA;Guática
RISARALDA;66383;LA CELIA;La Celia
RISARALDA;66594;QUINCHÍA;Quinchia
RISARALDA;66687;SANTUARIO;Santuario
RISARALDA;66456;MISTRATÓ;Mistrató
RISARALDA;66572;PUEBLO RICO;Pueblo Rico
SANTANDER;68176;CHIMA;Chima
SANTANDER;68209;CONFINES;Confines
SANTANDER;68211;CONTRATACIÓN;Contratación
SANTANDER;68245;EL GUACAMAYO;El Guacamayo
SANTANDER;68296;GALÁN;Galán
SANTANDER;68298;GAMBITA;Gambita
SANTANDER;68320;GUADALUPE;Guadalupe
SANTANDER;68322;GUAPOTÁ;Guapotá
SANTANDER;68344;HATO;Hato
SANTANDER;68500;OIBA;Oiba
SANTANDER;68522;PALMAR;Palmar
SANTANDER;68524;PALMAS DEL SOCORRO;Palmas Del Socorro
SANTANDER;68720;SANTA HELENA DEL OPÓN;Santa Helena Del Opón
SANTANDER;68745;SIMACOTA;Simacota
SANTANDER;68755;SOCORRO;Socorro
SANTANDER;68770;SUAITA;Suaita
SANTANDER;68147;CAPITANEJO;Capitanejo
SANTANDER;68152;CARCASÍ;Carcasí
SANTANDER;68160;CEPITÁ;Cepitá
SANTANDER;68162;CERRITO;Cerrito
SANTANDER;68207;CONCEPCIÓN;Concepción
SANTANDER;68266;ENCISO;Enciso
SANTANDER;68318;GUACA;Guaca
SANTANDER;68425;MACARAVITA;Macaravita
SANTANDER;68432;MÁLAGA;Málaga
SANTANDER;68468;MOLAGAVITA;Molagavita
SANTANDER;68669;SAN ANDRÉS;San Andrés
SANTANDER;68684;SAN JOSÉ DE MIRANDA;San José De Miranda
SANTANDER;68686;SAN MIGUEL;San Miguel
SANTANDER;68051;ARATOCA;Aratoca
SANTANDER;68079;BARICHARA;Barichara
SANTANDER;68121;CABRERA;Cabrera
SANTANDER;68167;CHARALÁ;Charalá
SANTANDER;68217;COROMORO;Coromoro
SANTANDER;68229;CURITÍ;Curití
SANTANDER;68264;ENCINO;Encino
SANTANDER;68370;JORDÁN;Jordán
SANTANDER;68464;MOGOTES;Mogotes
SANTANDER;68498;OCAMONTE;Ocamonte
SANTANDER;68502;ONZAGA;Onzaga
SANTANDER;68533;PÁRAMO;Páramo
SANTANDER;68549;PINCHOTE;Pinchote
SANTANDER;68679;SAN GIL;San Gil
SANTANDER;68682;SAN JOAQUÍN;San Joaquín
SANTANDER;68855;VALLE DE SAN JOSÉ;Valle De San José
SANTANDER;68872;VILLANUEVA;Villanueva
SANTANDER;68081;BARRANCABERMEJA;Barrancabermeja
SANTANDER;68092;BETULIA;Betulia
SANTANDER;68235;EL CARMEN DE CHUCURÍ;El Carmen De Chucurí
SANTANDER;68575;PUERTO WILCHES;Puerto Wilches
SANTANDER;68655;SABANA DE TORRES;Sabana De Torres
SANTANDER;68689;SAN VICENTE DE CHUCURÍ;San Vicente De Chucurí
SANTANDER;68895;ZAPATOCA;Zapatoca
SANTANDER;68001;BUCARAMANGA;Bucaramanga
SANTANDER;68132;CALIFORNIA;California
SANTANDER;68169;CHARTA;Charta
SANTANDER;68255;EL PLAYÓN;El Playón
SANTANDER;68276;FLORIDABLANCA;Floridablanca
SANTANDER;68307;GIRÓN;Girón
SANTANDER;68406;LEBRÍJA;Lebríja
SANTANDER;68418;LOS SANTOS;Los Santos
SANTANDER;68444;MATANZA;Matanza
SANTANDER;68547;PIEDECUESTA;Piedecuesta
SANTANDER;68615;RIONEGRO;Rionegro
SANTANDER;68705;SANTA BÁRBARA;Santa Bárbara
SANTANDER;68780;SURATÁ;Surata
SANTANDER;68820;TONA;Tona
SANTANDER;68867;VETAS;Vetas
SANTANDER;68013;AGUADA;Aguada
SANTANDER;68020;ALBANIA;Albania
SANTANDER;68077;BARBOSA;Barbosa
SANTANDER;68101;BOLÍVAR;Bolívar
SANTANDER;68179;CHIPATÁ;Chipatá
SANTANDER;68190;CIMITARRA;Cimitarra
SANTANDER;68250;EL PEÑÓN;El Peñón
SANTANDER;68271;FLORIÁN;Florián
SANTANDER;68324;GUAVATÁ;Guavatá
SANTANDER;68327;GÜEPSA;Guepsa
SANTANDER;68368;JESÚS MARÍA;Jesús María
SANTANDER;68377;LA BELLEZA;La Belleza
SANTANDER;68397;LA PAZ;La Paz
SANTANDER;68385;LANDÁZURI;Landázuri
SANTANDER;68572;PUENTE NACIONAL;Puente Nacional
SANTANDER;68573;PUERTO PARRA;Puerto Parra
SANTANDER;68673;SAN BENITO;San Benito
SANTANDER;68773;SUCRE;Sucre
SANTANDER;68861;VÉLEZ;Vélez
SUCRE;70265;GUARANDA;Guaranda
SUCRE;70429;MAJAGUAL;Majagual
SUCRE;70771;SUCRE;Sucre
SUCRE;70230;CHALÁN;Chalán
SUCRE;70204;COLOSO;Coloso
SUCRE;70473;MORROA;Morroa
SUCRE;70508;OVEJAS;Ovejas
SUCRE;70001;SINCELEJO;Sincelejo
SUCRE;70221;COVEÑAS;Coveñas
SUCRE;70523;PALMITO;Palmito
SUCRE;70713;SAN ONOFRE;San Onofre
SUCRE;70820;SANTIAGO DE TOLÚ;Santiago De Tolú
SUCRE;70823;TOLÚ VIEJO;Tolú Viejo
SUCRE;70110;BUENAVISTA;Buenavista
SUCRE;70215;COROZAL;Corozal
SUCRE;70233;EL ROBLE;El Roble
SUCRE;70235;GALERAS;Galeras
SUCRE;70418;LOS PALMITOS;Los Palmitos
SUCRE;70670;SAMPUÉS;Sampués
SUCRE;70702;SAN JUAN DE BETULIA;San Juan Betulia
SUCRE;70717;SAN PEDRO;San Pedro
SUCRE;70742;SINCÉ;Sincé
SUCRE;70124;CAIMITO;Caimito
SUCRE;70400;LA UNIÓN;La Unión
SUCRE;70678;SAN BENITO ABAD;San Benito Abad
SUCRE;70708;SAN MARCOS;San Marcos
TOLIMA;73030;AMBALEMA;Ambalema
TOLIMA;73055;ARMERO;Armero
TOLIMA;73270;FALAN;Falan
TOLIMA;73283;FRESNO;Fresno
TOLIMA;73349;HONDA;Honda
TOLIMA;73443;MARIQUITA;Mariquita
TOLIMA;73520;PALOCABILDO;Palocabildo
TOLIMA;73148;CARMEN DE APICALÁ;Carmen De Apicalá
TOLIMA;73226;CUNDAY;Cunday
TOLIMA;73352;ICONONZO;Icononzo
TOLIMA;73449;MELGAR;Melgar
TOLIMA;73873;VILLARRICA;Villarrica
TOLIMA;73067;ATACO;Ataco
TOLIMA;73168;CHAPARRAL;Chaparral
TOLIMA;73217;COYAIMA;Coyaima
TOLIMA;73483;NATAGAIMA;Natagaima
TOLIMA;73504;ORTEGA;Ortega
TOLIMA;73555;PLANADAS;Planadas
TOLIMA;73616;RIOBLANCO;Rioblanco
TOLIMA;73622;RONCESVALLES;Roncesvalles
TOLIMA;73675;SAN ANTONIO;San Antonio
TOLIMA;73026;ALVARADO;Alvarado
TOLIMA;73043;ANZOÁTEGUI;Anzoátegui
TOLIMA;73124;CAJAMARCA;Cajamarca
TOLIMA;73200;COELLO;Coello
TOLIMA;73268;ESPINAL;Espinal
TOLIMA;73275;FLANDES;Flandes
TOLIMA;73001;IBAGUÉ;Ibague
TOLIMA;73547;PIEDRAS;Piedras
TOLIMA;73624;ROVIRA;Rovira
TOLIMA;73678;SAN LUIS;San Luis
TOLIMA;73854;VALLE DE SAN JUAN;Valle De San Juan
TOLIMA;73024;ALPUJARRA;Alpujarra
TOLIMA;73236;DOLORES;Dolores
TOLIMA;73319;GUAMO;Guamo
TOLIMA;73563;PRADO;Prado
TOLIMA;73585;PURIFICACIÓN;Purificación
TOLIMA;73671;SALDAÑA;Saldaña
TOLIMA;73770;SUÁREZ;Suárez
TOLIMA;73152;CASABIANCA;Casabianca
TOLIMA;73347;HERVEO;Herveo
TOLIMA;73408;LÉRIDA;Lerida
TOLIMA;73411;LÍBANO;Libano
TOLIMA;73461;MURILLO;Murillo
TOLIMA;73686;SANTA ISABEL;Santa Isabel
TOLIMA;73861;VENADILLO;Venadillo
TOLIMA;73870;VILLAHERMOSA;Villahermosa
VALLE DEL CAUCA;76036;ANDALUCÍA;Andalucía
VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;Buga
VALLE DEL CAUCA;76113;BUGALAGRANDE;Bugalagrande
VALLE DEL CAUCA;76126;CALIMA;Calima
VALLE DEL CAUCA;76248;EL CERRITO;El Cerrito
VALLE DEL CAUCA;76306;GINEBRA;Ginebra
VALLE DEL CAUCA;76318;GUACARÍ;Guacarí
VALLE DEL CAUCA;76606;RESTREPO;Restrepo
VALLE DEL CAUCA;76616;RIOFRÍO;Riofrio
VALLE DEL CAUCA;76670;SAN PEDRO;San Pedro
